,videoID,user,comment,date
4064,W4P8gl4dnrg,Việt Phùng Quang,có ai từ vụ bắc giang qua đây ko,2022-04-13T04:36:52Z
4065,W4P8gl4dnrg,Khôi Lê,"zụ gi mà liên quan tới bài ni zi bạn , chưa update dc luôn",2022-04-13T08:12:21Z
4066,W4P8gl4dnrg,Tuun Bình,từ vụ chị ho đâm e gái chủ shop qua đấy,2022-04-13T04:08:32Z
4067,W4P8gl4dnrg,hue dinhdinh,giai điệ uyển chuyển luyến láy mang đậm chất nhạc của a quỳnh,2022-04-13T03:58:59Z
4068,W4P8gl4dnrg,Hương Thổ,"hay quá, nghe cái bị mê luôn",2022-04-13T03:22:20Z
4069,W4P8gl4dnrg,Điệp Trịnh,chỉ có nhạc mỹ tâm là k cần sub,2022-04-13T03:19:48Z
4070,W4P8gl4dnrg,Phuc Duong,"hnao e cũng nghe bài này , vote lên trang nhất luôn",2022-04-13T02:28:51Z
4071,W4P8gl4dnrg,Ha Kaka,ông quỳnh viết nhạc nó ở 1 cái tầm như vậy đấy vừa thực vừ hư vô,2022-04-13T01:43:10Z
4072,W4P8gl4dnrg,Huỳnh Cùng Lê,"sáng tâc phan mạnh quỳnh , thể hiện bởi mỹ tâm, tuyệt vời!",2022-04-13T00:49:38Z
4073,W4P8gl4dnrg,Phong Mau,24tr,2022-04-13T00:38:43Z
4074,W4P8gl4dnrg,Vũ Đức Chính,"nhìn tên bài hát mình nghĩ ngay có thể là phan mạnh quỳnh sáng tác, k ngờ đúng thật :)))",2022-04-13T00:30:14Z
4075,W4P8gl4dnrg,Nhật Anh,hay thiệt.,2022-04-12T23:41:10Z
4076,W4P8gl4dnrg,blue heart,"cảm giác c mỹ tâm có nét gì đó giống son ye jin ạ,xinh đẹp và nhẹ nhàng!",2022-04-12T23:09:51Z
4077,W4P8gl4dnrg,Thang Nguyen,hay quá từ chị mỹ tâm đến anh mạnh quỳnh,2022-04-12T18:34:32Z
4078,W4P8gl4dnrg,akimotoxxx,beautiful sound,2022-04-12T18:04:12Z
4079,W4P8gl4dnrg,Tam Phong,ma mị quá chị ơi,2022-04-12T17:56:33Z
4080,W4P8gl4dnrg,Dương Võ Phi,nghe có nét gì đó giống giống nhạc hongkong năm 80 90 ý,2022-04-12T16:51:43Z
4081,W4P8gl4dnrg,Luan Nguyen,chị tâm có ck chưa.hi,2022-04-12T16:09:52Z
4082,W4P8gl4dnrg,hang ta hang,nghe giống nhạc hoa.ko biết bạn nào giống mình ko,2022-04-12T16:01:36Z
4083,W4P8gl4dnrg,Neo Nguyễn,say,2022-04-12T15:58:48Z
4084,W4P8gl4dnrg,Trần Ngọc Khôi,hay quá,2022-04-12T15:52:06Z
4085,W4P8gl4dnrg,Animation hơi Dảk,"bài này mà để anh quỳnh hát có khi không được nhẹ nhành, thanh thoát như thế này, vẫn là chị mỹ tâm nội công thâm hậu.",2022-04-12T15:29:15Z
4086,W4P8gl4dnrg,Mạnh Cường ,phan mạnh quỳnh cười tươi thế,2022-04-12T15:11:45Z
4087,W4P8gl4dnrg,Hai Yen Pham,ca từ đẹp quá. chị hát nhẹ nhàng mà cứ đi thẳng vào tim em í a,2022-04-12T14:57:58Z
4088,W4P8gl4dnrg,Minh Nghia Pham,mê mỗi bộ loa đằng sau,2022-04-12T14:51:52Z
4089,W4P8gl4dnrg,Huy Trần,mồm mỹ tâm xấu thật,2022-04-12T14:41:38Z
4090,W4P8gl4dnrg,Cúc Tịnh Tâm,"bài này hẹn ước, cảm tưởng như đang ngoại tình ý",2022-04-12T14:39:25Z
4091,W4P8gl4dnrg,Ngọc Quyên,"chị mỹ tâm hát mê quá! e vừa thích lại vừa sợ bài hát của anh phan mạnh quỳnh, giai điệu đã khiến người nghe say từ lần đầu nghe, cơ mà để thuộc lời thì... thôi em phải nghe thêm trăm lần nữa đây",2022-04-12T13:51:42Z
4092,W4P8gl4dnrg,Dương bảo Linh,rất hay lunnnn,2022-04-12T13:48:33Z
4093,W4P8gl4dnrg,Dương bảo Linh,cuốn vãi,2022-04-12T13:46:22Z
4094,W4P8gl4dnrg,Manh Ngao,nhạc hay quá mong 1 lần đc gặp c,2022-04-12T12:54:50Z
4095,W4P8gl4dnrg,Nin Đăk năng,lời bh này khó hát với nhạc v mà chị cũng làm xuất sắc nể chị quá,2022-04-12T12:44:47Z
4096,W4P8gl4dnrg,Top Đỉnh Cao,"cảm ơn chị đã gửi đến tất cả khán giả một món quà rất hay, chúc chị sức khoẻ và thành công những sản phẩm âm nhạc tiếp theo",2022-04-12T12:31:15Z
4097,W4P8gl4dnrg,Luân Nguyễn,ko thể nói gì hơn!!! xuất sắc cho cả người sáng tác và người thể hiện. cám ơn các bạn.,2022-04-12T12:25:14Z
4098,W4P8gl4dnrg,tan tran,quá hay rồi vừa nhẹ nhàng vừa lãng mạng,2022-05-16T00:11:18Z
4099,W4P8gl4dnrg,Cẩm Nhung Nguyễn Thị,tôi và a là bạn học biết nhau lúc học lớp 6 tuổi 12 . và giờ tình bạn tôi và a kéo dài đến năm toi 32 tuổi. năm 19 tuổi tôi đi lấy chồng. đến giờ a vẫn chưa lập gia đình. a còn chờ tôi. cuộc sống hôn nhân của tôi ko hp. tôi có nên chọn lại 1 lần. a thương tôi nhieu hơn tôi nghĩ.,2022-04-12T12:24:42Z
4100,W4P8gl4dnrg,Nơi ký gửi Kỷ niệm,chị mỹ tâm sinh ra là để hát... mỗi lần nghe idol hát tâm trạng nhẹ nhàn cảm thấy thanh thót và trong xanh khó tả.,2022-04-12T12:12:47Z
4101,W4P8gl4dnrg,Hoang Doan,"nghe đi nghe lại lại càng thấm, quá yêu mỹ tâm",2022-04-12T12:06:27Z
4102,W4P8gl4dnrg,Chiến Minh,umee bài này không thoát ra được ạ,2022-04-12T11:43:21Z
4103,W4P8gl4dnrg,Nguyễn Ngọc Bảo,cj hát đỉnh quá,2022-04-12T11:23:44Z
4104,W4P8gl4dnrg,Nguyễn Ngọc Bảo,quá hay cjj tâm ơi,2022-04-12T11:21:26Z
4105,W4P8gl4dnrg,Thanh Ngân,nghe cứ du dương nhẹ nhàng kiểu gì á,2022-04-12T10:32:23Z
4106,W4P8gl4dnrg,Falls Ontario,,2022-04-12T09:40:03Z
4107,W4P8gl4dnrg,Tuấn Anh Phạm,"bài hát này cần 1 ca sĩ giọng mượt mà, trong sáng, nhân phẩm tốt, không scandal",2022-04-12T09:36:27Z
4108,W4P8gl4dnrg,Jenny Unihair,giai điệu lạ hơn hẳn những bài trước của mỹ tâm. càng nghe càng thích. bài này có độc ah,2022-04-12T09:35:54Z
4109,W4P8gl4dnrg,Huyền Hoàng,chị là ca sĩ nữ mãi đỉnh trong lòng em,2022-04-12T09:32:21Z
4110,W4P8gl4dnrg,Huyền Hoàng,24m,2022-04-12T09:32:05Z
4111,W4P8gl4dnrg,ღ Ngọc ™ ღ⍨ TV,༺ nᵍọᶜʚɞʚɞʚɞʚɞʚɞʚɞʚɞʚɞʚɞʚɞʚɞʚɞʚɞʚɞʚɞʚɞʰᵃʸʚɞʚɞʚɞʚɞʚɞʚɞʚɞʚɞʚɞʚɞʚɞʚɞʚɞᵇᵉᵇʸʚɞʚɞʚɞʚɞʚɞʚɞʚɞʚɞ,2022-04-12T09:15:04Z
4112,W4P8gl4dnrg,Huỳnh Văn Hiền,tym,2022-04-12T08:25:01Z
4113,W4P8gl4dnrg,Mạnh Nguyễn Huy,"chị mãi đỉnh, nữ ca sĩ mình muốn nghe chị hát nhất",2022-04-12T08:24:56Z
4114,W4P8gl4dnrg,hung van,tuyệt,2022-04-12T07:20:54Z
4115,W4P8gl4dnrg,Binh DanG trieu,yêu chị,2022-04-12T07:09:49Z
4116,W4P8gl4dnrg,Khôi Lê,24.000.000 coming soon,2022-04-12T07:05:38Z
4117,W4P8gl4dnrg,Anna Nguyen,nghe c hát mà em muốn iu đương liền luôn,2022-04-12T06:55:46Z
4118,W4P8gl4dnrg,hoa nguyen,mình đã bị nghiện giai điệu này ngay khi chị mỹ tâm cất giọng,2022-04-12T05:09:36Z
4119,W4P8gl4dnrg,Vương Gia Gia,xinh đẹp hát hay ít ồn ào. đáng yêu,2022-04-12T05:00:28Z
4120,W4P8gl4dnrg,Thảo vũ,"phải... mình không tìm nhau. mà vô tình vương vấn nhau. cảm xúc là thật, chúng ta giống nhau là thật...chỉ là 1 tình yêu sai trái.",2022-04-12T04:37:03Z
4121,W4P8gl4dnrg,Thảo vũ,cuộc đời này không nói trc đc điều gì cả. tình yêu nó bất chợt đến. mà mình cũng bất ngờ nữa,2022-04-12T04:33:02Z
4122,W4P8gl4dnrg,Ân Trần Thiên,nhạc của quỳnh chưa bao h ae thất vọng,2022-04-12T04:05:08Z
4123,W4P8gl4dnrg,Kiều Xinh,chị ấy luôn hát hay vậy đó,2022-04-12T03:39:50Z
4124,W4P8gl4dnrg,Nhài Bùi,say quá cô ơi,2022-04-12T03:36:03Z
4125,W4P8gl4dnrg,quoc tuan,yêu chị,2022-04-12T03:28:18Z
4126,W4P8gl4dnrg,A Tũn Mỹ Tho,phan mạnh quỳnh hay lắm anh ơi.. ra nhìu bài giai điệu nhẹ nhàng vậy nữa đi,2022-04-12T03:07:36Z
4127,W4P8gl4dnrg,Kiệm Cover,quá tuyệt vời kết hợp từ hai nghệ sĩ,2022-04-12T03:03:42Z
4128,W4P8gl4dnrg,Lý Thiên,thích bài này quá trời,2022-04-12T01:23:52Z
4129,W4P8gl4dnrg,Minh Châu,thích điệu nhạc này,2022-04-12T00:48:34Z
4130,W4P8gl4dnrg,QN discovery shorts,con gái ai cũng thích,2022-04-12T01:20:30Z
4131,W4P8gl4dnrg,Themanh Nguyen,hình như khi ở gần mai tài phến thì mỹ tâm có thêm nhiều năng lượng và yêu đời hơn. chúc mừng em đẹp luôn thành công mỹ mãn và luôn để khán giả hóng chờ tin vui...,2022-04-12T00:38:02Z
4132,W4P8gl4dnrg,thánh ăn vạ,đinh của đinh,2022-04-12T00:24:24Z
4133,W4P8gl4dnrg,Thạo Vũ,"thích nghe nhạc của a phan mạnh quỳnh thích nghe giọng chị mỹ tâm nghe thật sự cảm xúc dâng trào trong tim một bài hát quá hay,hy vọng 2 a cj kết hợp cho ra nhiều ca khúc ntn nữa ạ",2022-04-11T18:59:11Z
4134,W4P8gl4dnrg,Amy summer,đúng như phan mạnh quỳnh nói muốn viết ver 1và 2 khác nhau giai điệu khác nghe ko bị lặp đi lặp lại hay thật,2022-04-11T18:52:31Z
4135,W4P8gl4dnrg,Toan Siu,mình hát được rồi nhé,2022-04-11T17:35:48Z
4136,W4P8gl4dnrg,ladykill ladykill,"em đang hutcan bê dã man mà còn gặp quả âm thanh như này nữa, em đang vọc nước ở suối chị ạ.",2022-04-11T17:34:46Z
4137,W4P8gl4dnrg,QN discovery shorts,vãi,2022-04-12T01:20:44Z
4138,W4P8gl4dnrg,Thoát Hải,nhẹ nhàng sao xuyến càng nghe càng thấm,2022-04-11T16:25:13Z
4139,W4P8gl4dnrg,Cường Trần Văn,sáng tác âm nhạc nó phải ở tầm vây.,2022-04-11T15:44:13Z
4140,W4P8gl4dnrg,Tien Pham,bài hát này mà được đưa vào một bộ film tình cảm đôi lứa trong sáng thì tuyệt phẩm luôn,2022-04-11T15:42:09Z
4141,W4P8gl4dnrg,Moon Moon,mn qua cày bài tay vớt ánh trăng nhá,2022-04-11T15:32:39Z
4142,W4P8gl4dnrg,Moon Moon,24 triệu diu ha,2022-04-11T15:32:30Z
4143,W4P8gl4dnrg,Hương Nguyễn Thị,hay quá cảm ơn anh chị,2022-04-11T15:26:28Z
4144,W4P8gl4dnrg,QN discovery shorts,:( hic,2022-04-12T01:20:56Z
4145,W4P8gl4dnrg,Siêu Hồ,một giai điệu quá hay,2022-04-11T15:02:09Z
4146,W4P8gl4dnrg,tan nguyen,bài này nên được công chiếu lên quảng trường time ny .,2022-04-11T14:22:50Z
4147,W4P8gl4dnrg,Khue Nguyen,hay quá! giọng đục trầm mà nhả chữ thì rõ từng chữ: tuyệt!,2022-04-11T14:19:49Z
4148,W4P8gl4dnrg,Điệp Trịnh,chỉ có nhạc mỹ tâm là k cần sub,2022-04-13T03:20:14Z
4149,W4P8gl4dnrg,Minh Khac Nguyen,hay thực sự <3,2022-04-11T14:19:35Z
4150,W4P8gl4dnrg,VInh Nguyễn Văn,"ui là trời, 1 bên sáng tác đỉnh cao, 1 bên thể hiện cực phẩm",2022-04-11T14:14:00Z
4151,W4P8gl4dnrg,TVT fishing,nghe bài này nó nghiện mà chưa bài hát nào làm mình nghiện đến như thế này,2022-04-11T13:46:59Z
4152,W4P8gl4dnrg,bum enel,"nghe đoạn nhỏ trên fb, cuốn thật sự",2022-04-11T13:45:54Z
4153,W4P8gl4dnrg,Hương Lê,chắc kiếp trước cô la cô tiên,2022-04-11T13:29:05Z
4154,W4P8gl4dnrg,Hải Anh,"xin 'chào mỹ tâm 'dễ thương ghê ,cho a nổ chúc phải bay trực thăng chuồn chuồn ngắm nhìn tâm ngoài thật nữa hii",2022-04-11T13:18:12Z
4155,W4P8gl4dnrg,Tam Vo,e thay chi ko gia di ty nao nho ngay em con be ngay nao cung mo dia nghe chi hat het oi tui tho cua e,2022-04-11T13:09:13Z
4156,W4P8gl4dnrg,thanh bình nguyễn,colors of the wind !!!!,2022-04-11T12:43:05Z
4157,W4P8gl4dnrg,Huyền Lê,để lyric cho mình hát theo thù hay hơn nè,2022-04-11T12:21:47Z
4158,W4P8gl4dnrg,QN discovery shorts,vô karraoke kìa,2022-04-12T01:21:17Z
4159,W4P8gl4dnrg,Manh Doanvan,pmq luôn là thế. ra bài nào đặc sắc bài đó!,2022-04-11T11:04:05Z
4160,W4P8gl4dnrg,lisa gold,nge mãi vẫn thế mê. ngày nge 1hr liên tục mà k chán :)),2022-04-11T10:18:14Z
4161,W4P8gl4dnrg,Oanh Hoàng Thúy,sáng ra làm cốc cà phê rồi nghe nhạc chị thì tuyệt,2022-04-11T09:53:45Z
4162,W4P8gl4dnrg,QN discovery shorts,hic hic,2022-04-12T01:21:28Z
4163,W4P8gl4dnrg,NHANTAM TV,nhìn đội hinh xung quanh mỹ tâm cũng toàn đỉnh cao thôi.,2022-04-11T09:31:34Z
4164,W4P8gl4dnrg,Dilys Pham,"nghe được rồi, hiểu được rồi thì cảm giác nhẹ nhàng quá!",2022-04-11T09:18:59Z
4165,W4P8gl4dnrg,Thịnh Nguyễn Thị,chết mê chết mệt với cái giọng này,2022-04-11T09:02:50Z
4166,W4P8gl4dnrg,Julie Nelson,đúng là diva hát có khác,2022-04-11T08:57:46Z
4167,W4P8gl4dnrg,Tôn Mai channel,hay quá. chúc mừng quỳnh và tâm. chúc mừng đứng #1 nhé,2022-04-11T08:27:53Z
4168,W4P8gl4dnrg,Văn Tuấn Trần,chị tâm up bài này lên zing đi chị,2022-04-11T08:11:47Z
4169,W4P8gl4dnrg,Van nhat Dang,yêu chị quá.. 20 năm..,2022-04-11T08:04:35Z
4170,W4P8gl4dnrg,Van nhat Dang,mãi yêu,2022-04-11T08:02:55Z
4171,W4P8gl4dnrg,Trang Nguyễn,"phải nói bị ghiền á tèn, pmq vs khắc hưng là k phải nói",2022-04-11T07:09:51Z
4172,W4P8gl4dnrg,Loi Vo,hay quá chị đẹp,2022-04-11T05:35:18Z
4173,W4P8gl4dnrg,Thị mỹ yến Diep,"u mê với chị luôn á trời,",2022-04-11T05:10:56Z
4174,W4P8gl4dnrg,Ha Nguyen,bài hát hay quá chị ơi!,2022-04-11T04:24:58Z
4175,W4P8gl4dnrg,Húp Đi,"c hát hay quá ,ngần ấy năm c vẩn đỉnh mãi",2022-04-11T04:08:53Z
4176,W4P8gl4dnrg,Anh Giỏi Vlog,"mình không tìm nhau mà vô tình vương vấn sau tiếng ca chiều mưa thân thương trong từng đong đưa mắt môi về em mùa xuân ấy có nụ cười lấp lánh ở gần bên anh em vui như bao nhiêu lâu trở lại mùa yêu đầu vẫn bỡ ngỡ ban sơ ở trong từng ánh nhìn vẫn da diết nỗi ưu phiền khi phải chờ mong hay là đôi ta hẹn ước từ hư vô để gặp nhau chỉ khi vừa ngày giờ anh và em bước chung đoạn đường đời mình yêu nhau có trời đất biết ta được chung đôi như suối, được trăng thanh dịu êm yên lắng như em an bình mọi giây với anh sau những cô đơn tổn thương đã xa ta lại thấy con tim hiền hòa hạt mưa trên mái hiên lâu nay thi thoảng nhắc em không quên ngày nên thơ riêng em chỉ biết cảm ơn nhân duyên chuyện hôm qua vì mùa hoa ấy anh sang thăm em cùng một tình yêu lớn lao bàn tay, đôi vai đưa em tự do bước theo giấc mơ chẳng lo sợ (chẳng lo sợ) và cách chúng ta thấu hiểu nhau ân cần muôn khoảnh khắc chẳng thua gì phép màu hay là đôi ta hẹn ước từ hư vô để gặp nhau chỉ khi vừa ngày giờ anh và em bước chung đoạn đường đời mình yêu nhau có trời đất biết ta được chung đôi như suối, được trăng thanh dịu êm yên lắng như em an bình mọi giây với anh sau những cô đơn tổn thương đã xa ta lại thấy con tim hiền hòa hay là đôi ta hẹn ước từ hư vô để gặp nhau chỉ khi vừa ngày giờ anh và em bước chung đoạn đường đời mình yêu nhau có trời đất biết ta được chung đôi như suối, được trăng thanh dịu êm yên lắng như em an bình mọi giây với anh sau những cô đơn tổn thương đã xa ta lại thấy con tim hiền hòa sau những cô đơn tổn thương đã xa ta lại thấy con tim hiền hòa",2022-04-11T03:59:07Z
4177,W4P8gl4dnrg,Âm mưu và tình yêu - Cô dâu 8 tuổi,đỉnh,2022-04-11T03:10:31Z
4178,W4P8gl4dnrg,Tuấn Nguyễn Mạnh,"""hay là ta hẹn ước từ hư vô "" hay quá",2022-04-11T03:09:42Z
4179,W4P8gl4dnrg,Lam Tran,"chỉ có thể là phan mạnh quỳnh, và giọng ca mỹ tâm cả 2 mãi đỉnh.",2022-04-11T02:51:14Z
